LOCAL_RESD_CODE,GU_NM,ADM_NM,latitude,longitude,status,basis,coordinate_base_date
11170570,용산구,원효로2동,37.533852989034074,126.95246013795598,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11170580,용산구,효창동,37.54281226202835,126.96094385757252,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11170590,용산구,용문동,37.537978945760614,126.9585129115375,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11170625,용산구,한강로동,37.52912655499286,126.96859204653519,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11170630,용산구,이촌1동,37.515173197406796,126.97175816894635,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11170640,용산구,이촌2동,37.52285667139623,126.95420569523418,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11170650,용산구,이태원1동,37.533361434025736,126.99324192768383,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11170660,용산구,이태원2동,37.541761099639785,126.99205553526164,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11170685,용산구,한남동,37.53752703631995,127.00517607447887,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11170690,용산구,서빙고동,37.51962208116122,126.98891983883854,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11170700,용산구,보광동,37.52688656464262,127.00090075322181,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11200520,성동구,왕십리2동,37.56145032979958,127.02772584042485,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11200535,성동구,왕십리도선동,37.566853348208234,127.0296046665425,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11200540,성동구,마장동,37.56741937568361,127.04059649638522,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11200550,성동구,사근동,37.55812217202703,127.04539502648356,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11200560,성동구,행당1동,37.559088547312655,127.03617444721861,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11200570,성동구,행당2동,37.5566748701803,127.0296559258404,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11200580,성동구,응봉동,37.55088020432641,127.03372259009394,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11200590,성동구,금호1가동,37.55358526077018,127.0249814003626,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11200615,성동구,금호2·3가동,37.5514032501719,127.01996838515215,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11200620,성동구,금호4가동,37.54539125166023,127.02415991032932,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11200645,성동구,옥수동,37.54084673506269,127.02058090615985,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11200650,성동구,성수1가1동,37.540791332530915,127.04226677228658,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11200660,성동구,성수1가2동,37.54901480279943,127.04364926158478,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11200670,성동구,성수2가1동,37.53635428066979,127.05530803688112,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11200690,성동구,성수2가3동,37.54557041044132,127.05808293720814,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11200720,성동구,송정동,37.55237272122614,127.06426370755457,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11200790,성동구,용답동,37.55891671134626,127.05747187210913,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11215710,광진구,화양동,37.54324390138352,127.07320119815216,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11215730,광진구,군자동,37.55304259273891,127.07370763570502,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11215740,광진구,중곡1동,37.56209982895351,127.07768466187608,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11215750,광진구,중곡2동,37.55890884923199,127.08457877924445,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11215760,광진구,중곡3동,37.56791072851757,127.0820171189633,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11215770,광진구,중곡4동,37.56387418406834,127.0944942960025,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11215780,광진구,능동,37.550590554691226,127.0817905559127,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11215810,광진구,광장동,37.5478233553055,127.10471417377578,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11215820,광진구,자양1동,37.53559067032293,127.08045419494673,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11215830,광진구,자양2동,37.52910326555997,127.082751609447,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11215840,광진구,자양3동,37.53136751036126,127.0710179110892,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11215847,광진구,자양4동,37.53375148270095,127.06362077888211,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11215850,광진구,구의1동,37.54163211251187,127.08571871787608,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11215860,광진구,구의2동,37.55110383060903,127.09485700989057,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11215870,광진구,구의3동,37.53695833919027,127.09422214119542,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11230515,,,,,unresolved,Code is in the 427-code persisted July grid but absent from the local boundary attribute table.,
11230533,,,,,unresolved,Code is in the 427-code persisted July grid but absent from the local boundary attribute table.,
11230545,동대문구,제기동,37.58374918917926,127.03722491037442,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11230560,동대문구,전농1동,37.5792193009695,127.05095450414544,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11230570,동대문구,전농2동,37.58069769868446,127.06111795896524,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11230600,동대문구,답십리1동,37.571278503721494,127.0518761358907,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11230610,동대문구,답십리2동,37.570779741922046,127.06103594203772,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11230650,동대문구,장안1동,37.56623854270281,127.06852151151799,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11230660,동대문구,장안2동,37.57564237757684,127.07207253596218,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11230705,동대문구,청량리동,37.58884133351543,127.04521583820197,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11230710,동대문구,회기동,37.59371704662172,127.05151151249818,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11230720,동대문구,휘경1동,37.59195521151609,127.06260089490198,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11230730,동대문구,휘경2동,37.58664122155814,127.06582196976376,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11230740,동대문구,이문1동,37.597367756636665,127.06044644744226,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11230750,동대문구,이문2동,37.602840760954315,127.06751568064756,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11260520,중랑구,면목2동,37.58928758931136,127.07783998592889,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11260540,중랑구,면목4동,37.57361839650883,127.08537351083689,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11260550,중랑구,면목5동,37.582517848993604,127.07887986969023,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11260565,중랑구,면목본동,37.588316302726504,127.08937931268702,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11260570,중랑구,면목7동,37.57713869652403,127.09279811735098,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11260575,중랑구,면목3·8동,37.58448864865937,127.09834894921478,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11260580,중랑구,상봉1동,37.601722190031246,127.08944596669103,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11260590,중랑구,상봉2동,37.59432122000666,127.08401544440768,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11260600,중랑구,중화1동,37.602593131707756,127.08307079249029,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11260610,중랑구,중화2동,37.59918214926954,127.07502868330813,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11260620,중랑구,묵1동,37.61372626864534,127.0825331177435,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11260630,중랑구,묵2동,37.61082639576223,127.07462286959209,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11260655,중랑구,망우본동,37.60213729942756,127.10744238255651,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11260660,중랑구,망우3동,37.59188488948864,127.10282853449866,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11260680,중랑구,신내1동,37.61316301894402,127.1040404559993,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11260690,중랑구,신내2동,37.61098377132038,127.09158727506438,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11290525,성북구,성북동,37.596682560973086,126.99413157361296,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11290555,성북구,삼선동,37.58655341600024,127.01170664109027,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11290575,성북구,동선동,37.59364936526623,127.01851494313725,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11290580,성북구,돈암1동,37.5997512247639,127.0243979974789,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11290590,성북구,돈암2동,37.597081808393376,127.01160062733939,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11290600,성북구,안암동,37.587727429075,127.02722030564944,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11290610,성북구,보문동,37.58282574667491,127.019131110602,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11290620,성북구,정릉1동,37.60327988975747,127.0169816313324,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11290630,성북구,정릉2동,37.6036748004553,127.00849936160412,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11290640,성북구,정릉3동,37.61209721422326,126.99458907395925,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11290650,성북구,정릉4동,37.62394790643647,126.99489573795174,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11290660,성북구,길음1동,37.60822380496022,127.01974253741099,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11290685,성북구,길음2동,37.60828699863293,127.02716357769661,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11290705,성북구,종암동,37.59744130222464,127.0338655663544,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11290715,성북구,월곡1동,37.60783381336307,127.03655113496855,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11290725,성북구,월곡2동,37.60322828551561,127.04540285768414,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11290760,성북구,장위1동,37.61509910201749,127.04465531413493,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11290770,성북구,장위2동,37.61234881851903,127.05189851637876,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11290780,성북구,장위3동,37.61825824415933,127.0534496155744,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11290810,성북구,석관동,37.6082777980111,127.06135820022955,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11305534,강북구,삼양동,37.62380428868456,127.01492968722432,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11305535,강북구,미아동,37.62864309436131,127.02638883519194,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11305545,강북구,송중동,37.61767249440493,127.03298279299752,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11305555,강북구,송천동,37.61818616221834,127.02490801579245,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11305575,강북구,삼각산동,37.617159321924866,127.01652450879376,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11305595,강북구,번1동,37.637556556604686,127.03061063724937,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11305603,강북구,번2동,37.629488097185344,127.03474513511775,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11305608,강북구,번3동,37.623687171073804,127.04218516462423,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11305615,강북구,수유1동,37.629736584691535,127.01001804547504,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11305625,강북구,수유2동,37.64542125291993,127.01936444970752,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11305635,강북구,수유3동,37.64050081602873,127.0234479816533,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11305645,강북구,우이동,37.66035447679863,127.00048797579123,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11305660,강북구,인수동,37.637404497601196,127.00354865058914,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11320511,도봉구,창1동,37.64709095363224,127.0435421848268,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11320512,도봉구,창2동,37.64251175089508,127.03676722305994,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11320513,도봉구,창3동,37.637294067594105,127.0417248150406,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11320514,도봉구,창4동,37.65271939890658,127.05090872417641,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11320515,도봉구,창5동,37.655372012034405,127.04278935914127,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11320521,도봉구,도봉1동,37.68532167788634,127.02679778401415,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11320522,도봉구,도봉2동,37.681255193375854,127.04770287585043,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11320660,도봉구,쌍문1동,37.65306899201099,127.0195154641068,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11320670,도봉구,쌍문2동,37.65710973995211,127.03691781546135,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11320680,도봉구,쌍문3동,37.647663176319256,127.03058770377831,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11320681,도봉구,쌍문4동,37.65542909080761,127.03042069507889,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11320690,도봉구,방학1동,37.665044536942005,127.0434766779,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
11320700,도봉구,방학2동,37.669186295008274,127.03269149593727,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11320710,도봉구,방학3동,37.66318978820645,127.02356305220692,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11350560,노원구,월계1동,37.62192645123404,127.05833874307359,confirmed,Unique exact administrative-dong name in LOCAL boundary attributes and coordinate master; GU derived only from coordinate-master ADM_CD prefix mapping.,20250630
11350570,노원구,월계2동,37.63397443662367,127.05129556031416,confirmed,Existing confirmed SGIS-to-LOCAL_RESD crosswalk and coordinate-master ADM_CD.,20250630
